,negativo_score
falta de consideração com,8.736818108041456e-05
rodas só,0.00010002671051901887
cadeiras mas,8.734381009126362e-05
comprei produtos mas,8.73407302057105e-05
não recebi estou,0.00010294020237995919
tivesse sido,8.731761292100898e-05
qualidade nao,8.73163696854743e-05
um cobertor,8.731544157290262e-05
produto apesar de,0.00012097502475680274
pedido quero,8.729711379188316e-05
duas unidades mas,8.729074407317245e-05
mail no mesmo dia,9.29432986364765e-05
um mail no mesmo,9.29432986364765e-05
memoria,0.00011276581921462246
verdadeira,9.605446947771258e-05
recebi produto quero,8.725006929491329e-05
preço não,9.649144671103314e-05
perfeito mas,9.363765044949319e-05
best whey,8.72081056955769e-05
nenhuma justificativa,9.458318648194734e-05
que comprei produto,0.0001004299205781561
no dia 24,8.718810849568843e-05
estou com problemas,9.394779365579377e-05
de frágil,9.373163643462972e-05
atitude,0.00010690669395059829
ainda tem,8.710845765249077e-05
está errado,9.640952563813292e-05
no tamanho errado,9.453295073256728e-05
pode me ajudar,8.704965932336507e-05
ainda estou no aguardo,0.00011538523885457538
como devolver,8.702056416441297e-05
escrito que,8.701745116654521e-05
ainda vai chegar,8.701017587416749e-05
unidades veio apenas,8.69997370510096e-05
buracos,9.460825440877889e-05
mais até agora,8.698658995487504e-05
não foi entregue em,0.00010344357554043961
em inglês,0.0001344981868705516
mas está faltando,8.695207905267085e-05
golpe,9.517360096599496e-05
puro,8.693324498692375e-05
já uma,9.44373309171896e-05
mensagem para,9.55736606255745e-05
eu comprei produtos,0.00013259501537888
não veio junto,0.00010316927144660104
entregou no prazo cancelei,8.685918987650371e-05
me entregou no prazo,8.685918987650371e-05
no prazo cancelei compra,8.685918987650371e-05
não me entregou no,8.685918987650371e-05
nao entregaram,8.683385927349e-05
não recebi qualquer,8.680884315353111e-05
epson,0.0001072544308948916
enviaram produto errado,9.324758009226236e-05
unidades só me,8.670210047889109e-05
completa falta um,8.669024482623075e-05
estou aguardando posição,8.667884781438007e-05
quanto aos,0.00010645076894368524
duas panelas,8.666481436185579e-05
não cobrar,8.665256500685652e-05
boa tarde não,8.663291644536088e-05
paguei vista,8.662628123368114e-05
duas embalagens,0.00010246563727216691
recebi um outro,9.493239495640679e-05
vendedor até,9.485780490870444e-05
gostaria de um retorno,8.660049523955973e-05
inferior ao esperado,8.659371549819612e-05
correto mas,0.00015004482456684154
um produto eu pedi,8.657537072902174e-05
que não recebi produto,9.263961220841334e-05
receber minha,8.656250749264506e-05
meu pedido que,8.654608743411303e-05
como entregue no,8.652636810015914e-05
primeira vez que acontece,8.649341286579557e-05
fiz minha compra,9.797509591401028e-05
entrega do meu produto,0.00010049033629962624
espero solução,8.647488944743239e-05
qualidade duvidosa,8.647389576765804e-05
da satisfação,8.645398461564774e-05
alegando que,9.205852836721958e-05
pedi reembolso,8.643550825372178e-05
da foto não,8.643406219614769e-05
devolução pois,9.448145367556453e-05
faltou jogo,0.0001042294887669071
aguardo solução do problema,8.640166106951467e-05
duas unidades só recebi,8.639702617569285e-05
unidades só recebi uma,8.639702617569285e-05
me dando,0.00011468160949105772
foi entregue na minha,0.00010401918310646624
lençol vermelho,8.633120400472938e-05
recebi apenas um item,8.628655733198401e-05
extensão,8.623295707794581e-05
marcando,8.621898591806506e-05
em pacotes,0.00010610205172326808
pagina,0.00010548303099957895
mesmo dia outro hoje,8.619468428029673e-05
hoje ninguém me retornou,8.619468428029673e-05
13 capas para tablets,8.619468428029673e-05
de 13 capas para,8.619468428029673e-05
encaminhei um mail no,8.619468428029673e-05
comprei total de 13,8.619468428029673e-05
infelizmente só recebi 12,8.619468428029673e-05
dia outro hoje ninguém,8.619468428029673e-05
no mesmo dia outro,8.619468428029673e-05
12 encaminhei um mail,8.619468428029673e-05
capas para tablets infelizmente,8.619468428029673e-05
tablets infelizmente só recebi,8.619468428029673e-05
total de 13 capas,8.619468428029673e-05
só recebi 12 encaminhei,8.619468428029673e-05
recebi 12 encaminhei um,8.619468428029673e-05
para tablets infelizmente só,8.619468428029673e-05
outro hoje ninguém me,8.619468428029673e-05
qualidade não recomendo,8.617688308257901e-05
não estou entendendo,8.617439489011654e-05
faz quase,8.616452760922628e-05
negativas,8.614542749384807e-05
dois produtos entregue,8.61198314788033e-05
até momento foi,8.611124273536528e-05
email pra,9.186749973659647e-05
até momento eu,8.606873554322801e-05
não foi entregue como,8.604766459335662e-05
um pacote de,8.603200990804267e-05
produto nem uma,8.601368461188786e-05
pois comprei duas,8.600131839521096e-05
hoje 26,8.597700753617207e-05
não recebi toa minha,8.596774749985074e-05
pedido de 12 relógios,8.596774749985074e-05
de 12 relógios de,8.596774749985074e-05
parede ate agora so,8.596774749985074e-05
toa minha encomenda pos,8.596774749985074e-05
pos fiz pedido de,8.596774749985074e-05
recebi toa minha encomenda,8.596774749985074e-05
ate agora so chgaram,8.596774749985074e-05
de parede ate agora,8.596774749985074e-05
ainda não recebi toa,8.596774749985074e-05
fiz pedido de 12,8.596774749985074e-05
minha encomenda pos fiz,8.596774749985074e-05
encomenda pos fiz pedido,8.596774749985074e-05
relógios de parede ate,8.596774749985074e-05
12 relógios de parede,8.596774749985074e-05
está fora,8.59648837934962e-05
não tinham produto,9.407613321284444e-05
toners mas só,8.593348255340272e-05
filtros,8.591288889480442e-05
não recebi produto status,8.585664742495054e-05
capa película,0.0001302454464520165
não foi entregue conforme,8.582465709234012e-05
mesas,8.580073061430655e-05
frete só,8.579570495017135e-05
luminarias recebi apenas uma,8.57798200229261e-05
já chegou,0.00014654473091907177
se os,9.209601358947028e-05
mais de 100 reais,8.57276680188354e-05
entrega ninguém,8.571890432625861e-05
com tinta,8.569981226512923e-05
linda mas,9.738675736556019e-05
não posso comentar,8.565574166051418e-05
eu reclamo,8.564588369169894e-05
produto não funcionou,0.00010691282482439559
estragada,8.561553487650526e-05
que recebi não,0.00010082782322101547
não entregaram não,8.555647280622407e-05
quando tentei,8.555254645770652e-05
troca pelo site,9.278709426334078e-05
poderia ser mais rápido,0.00010310050882332012
tão ruim,8.547105591244883e-05
luvas,9.619982237332541e-05
maleta,0.000160814705785477
seja por,8.544516349207224e-05
que comprei estou,8.542621993044971e-05
apenas gostaria de saber,8.541702284999952e-05
pela targaryen,0.0001140591229707192
entrega até agora não,8.540087540217904e-05
ate presente momento nao,8.539851911338735e-05
unidades de um mesmo,8.538462534935676e-05
comprei unidades mas só,8.535245039272377e-05
em 02,9.559686126682671e-05
relógio está,0.00010677850918162294
recebi apenas uma luminária,8.53305968574425e-05
voucher,8.532572010489685e-05
funcionar não,8.531542368755227e-05
pistão,8.531307094585295e-05
de quadros,8.528468842733039e-05
em mãos,0.00010062252987671248
já foi pago,0.00010829375550838796
não chegou unidade,8.524636260186404e-05
entrega do segundo,8.524193886165444e-05
recebi anilhas faltou apenas,8.524140681465222e-05
anilhas faltou apenas de,8.524140681465222e-05
faltou apenas de 3kg,8.524140681465222e-05
realizei compra de unidades,8.5234361225638e-05
produtos não foram entregues,8.516697536429102e-05
outra coisa,9.418367933802697e-05
não tinha no estoque,8.514755497743796e-05
chegou quero,8.514687566765356e-05
quase meses,9.064954950330784e-05
lannister deveria,9.131332926968357e-05
pedi trios de pendentes,8.511773833622219e-05
unidades este não foi,8.511773833622219e-05
não foi meu pedido,8.511773833622219e-05
pendentes vcs só entregaram,8.511773833622219e-05
de pendentes vcs só,8.511773833622219e-05
só entregaram unidades este,8.511773833622219e-05
pedido nem meu pagamento,8.511773833622219e-05
este não foi meu,8.511773833622219e-05
foi meu pedido nem,8.511773833622219e-05
entregaram unidades este não,8.511773833622219e-05
vcs só entregaram unidades,8.511773833622219e-05
eu pedi trios de,8.511773833622219e-05
trios de pendentes vcs,8.511773833622219e-05
fiz reclamação no site,8.511394574904038e-05
reembolsada,8.510534977600271e-05
me entregaram faltando um,8.508845190993662e-05
marcar,0.00010248055178807038
mais até momento,8.507817444514613e-05
pequenos furos,8.505114553850275e-05
com aspecto de,8.504496597832552e-05
mesmo modelo,9.2606432392569e-05
não irei,9.948606008908871e-05
faltou produto os que,8.502197094023966e-05
que recebi veio quebrado,8.502197094023966e-05
produto os que recebi,8.502197094023966e-05
os que recebi veio,8.502197094023966e-05
mandei um email,8.501920523766643e-05
estou aguardando posicionamento,8.501777028403358e-05
reembolso do valor,8.501407742414073e-05
como vou avaliar,8.500676848541326e-05
fui obrigada,8.500659460879881e-05
não consegui usar,8.500454149894704e-05
pois está,9.640455826081637e-05
produto bem inferior,8.497768856669396e-05
esperando retorno,8.493088305554465e-05
também não tive,8.491500323239135e-05
meu produto com,9.463917721393314e-05
dentro não,8.486296943755603e-05
quando abrir,8.486051078390005e-05
não tão bom,9.773901624851098e-05
comprei cartuchos recebi apenas,8.483963469845425e-05
somente com,0.00010827939856518862
21 03,8.482194339853044e-05
hoje não foi entregue,8.477414713987498e-05
dos produtos falta,8.47304511859838e-05
cartuchos não,9.337865253973756e-05
3º,8.464952617519025e-05
duas que,8.462343200352855e-05
produto velho,0.00010094703831965719
que recebi foi,8.457810542091496e-05
minha solicitação,0.00010613706801185024
com previsão de entrega,9.540996969206729e-05
que fazer para,8.45525251916909e-05
nf foi,8.454374600809734e-05
compradas apenas,8.45324236191004e-05
das cortinas que,8.452979977395005e-05
emitido,8.452816882548014e-05
satisfação sobre,8.45271937067936e-05
02 itens,8.45126641175795e-05
para solucionar,9.182042009853892e-05
tudo diferente,8.447250309451703e-05
42,0.00010107471605958321
esta entrega,9.038059270058043e-05
me enviaram apenas,8.440733010757728e-05
demora na entrega ainda,8.440179301801327e-05
mandando,8.43942583112894e-05
abrir uma reclamação,8.43504233553743e-05
embalaram,8.432700079550954e-05
película para,9.175761375974823e-05
05 2018,0.0001219531315453428
porem não recebi,8.427186812640633e-05
trocar não,9.595506681766825e-05
grelha,0.0001029999312322332
quero meu produto ou,8.421612429599356e-05
não recebi nenhuma informação,9.47339742990589e-05
momento não recebi minha,8.420279141292809e-05
preciso de um retorno,9.972719038122026e-05
recebido as,8.413511957586689e-05
ponto palito,8.412645438916602e-05
para eu,0.00011907607434771133
diversos,9.271313886968583e-05
não chegou meu produto,8.407539116254736e-05
que pedi não,9.54419667162915e-05
targaryen mas,9.334990559104001e-05
unidades não,8.402484717907564e-05
pendentes recebi apenas,8.398716065282303e-05
faz mais de um,8.397565046519891e-05
trocada,8.3971563847413e-05
dificuldade para,0.00010330165132676319
rolos de papel de,8.396295450687941e-05
em casa não,9.328217324293712e-05
dizendo que não,9.890789492448431e-05
da minha compra,0.00010469316189079197
meu produto até hoje,8.39078399625438e-05
recebido apenas,8.390737727610435e-05
de comprometimento,8.389880207140429e-05
produto pois não,0.00010633084441426986
faturados,8.389222141449628e-05
acontece que,8.389179319770645e-05
individuais,9.165213441994381e-05
da capa,0.00015503130467099755
quero saber quando,8.386061653441121e-05
moro em,9.359305804882896e-05
um pouco frágil,0.00013614221038985954
no caso,0.00010878281772676169
ao mesmo tempo,0.00010410148324881805
no dia 19,0.00010089248150138815
estou aguardando resposta da,8.382973683359346e-05
não me deram retorno,8.381604119142485e-05
tempo depois,8.380581275137595e-05
nem fui,8.378448225779332e-05
dois itens comprados veio,8.377837707765936e-05
do outro produto que,8.376502427034484e-05
um código de rastreio,8.376091312932134e-05
vermelha veio,9.514865404066796e-05
frustrada,8.374610503790265e-05
resposta sobre outro,8.373920735517007e-05
os botões,0.00011880349429052275
comprei um carregador,8.367165451210621e-05
latas,9.139184840331264e-05
não cumpre prazo,8.366222037399427e-05
que não recebo,8.365820019964749e-05
tempo dinheiro,8.364222577359762e-05
já não,0.0001111352240404773
do produto ou,8.362033897745762e-05
faltando ainda,8.361975384578571e-05
cor verde,0.00010055209489265329
comprei araras,8.360199446259843e-05
não recebi retorno,8.35870259897269e-05
comprei uma capa,9.197650445720458e-05
nota fiscal estou,8.357515592968477e-05
chegou na minha residencia,8.353891143705109e-05
para celular,0.0001034829544398126
não entregou produto não,8.350535291108585e-05
rosa veio,8.350101025428242e-05
só entregaram os,8.34882017386232e-05
75,9.311495621604596e-05
boa tarde produto,9.446267351709666e-05
um produto falsificado,8.343956848516809e-05
pagar um,9.036904282431332e-05
não tenho nenhuma,9.307334461794525e-05
pvc,0.00010473168477183651
cofres só,8.338998224188379e-05
veio trocado,9.49531978755452e-05
da tampa,9.14964735067727e-05
base não,8.336771586168841e-05
toalhas de banho,8.336693784738592e-05
ligando,8.932197479397862e-05
não recebi produto consta,8.331442803412419e-05
mostrava,0.00012702020320229314
paguei pelo produto não,8.330533207678713e-05
errado estou,8.329424433856447e-05
tempo que,0.00012771237276850927
recebi produto porem,8.326397216402076e-05
descobri que,8.324999704475764e-05
44,8.324889088101411e-05
recebi meu produto já,8.3246387427854e-05
giratória,8.323078459333702e-05
não gostei não,8.321709294914209e-05
entrega do produto não,8.321498275858914e-05
dias já,0.00010916944459953179
devolverei,9.194673731413175e-05
chegar para,8.319263305715952e-05
fiquei sem,9.345381770046379e-05
dois produtos um,8.316545308142417e-05
faltando os dois,8.314587219621138e-05
consta como se,8.314173798592361e-05
tapete foi,8.314060211341687e-05
fico aguardando,8.95281373082438e-05
foi entregue uma unidade,8.312698227054397e-05
comprei produtos só recebi,8.311230019760131e-05
ainda não fui,8.310646621060514e-05
vga,8.310508502571211e-05
aguardando contato para,8.306868589025626e-05
estou na espera,9.143871805687786e-05
eu quero meu produto,8.304072645382585e-05
solicito troca do produto,8.303915638132867e-05
incompleto não,8.303574867211452e-05
só recebi um dos,0.00011656410552414558
não compro mais nada,8.301797099911841e-05
produto ou meu dinheiro,8.297247850932277e-05
meu aparelho,0.00010202922749956503
de caixas,8.285477323987665e-05
porque nao,8.285092993219303e-05
não capa,8.283889141195225e-05
nos meus pedidos,8.28382127453609e-05
não receberam,8.282036449612e-05
não cumpriram prazo de,8.281052617035794e-05
cumpriram prazo de entrega,8.281052617035794e-05
duas bonecas,8.277508116269483e-05
estampa não igual,8.277477959503897e-05
embalagem chegou,0.00010763574611104355
melhorar muito,9.559164384764892e-05
comprei foi uma,8.273792887020145e-05
vou fazer,0.000159364457706639
um dos pendentes,8.270976979092447e-05
eu fiz compra de,8.90320322287109e-05
exijo uma resposta,8.268901139220816e-05
feita pelos correios,8.98970249705746e-05
produtos so veio,8.267796658277177e-05
que comprei mas,9.242793416284921e-05
valor de duas,8.265751808351377e-05
um deles não,8.265567550128818e-05
vazou,0.0001251845988041506
quando foi,8.263823509453904e-05
com lacre violado,8.263548505947972e-05
itens mas,8.263368658768485e-05
mesmo assim não,8.262174707497184e-05
porque veio,9.910590331135953e-05
gostei do produto mas,0.00013243440682485347
não carrega,9.07846451490234e-05
as mantas,8.259096440632007e-05
receber item,8.258522500610637e-05
ruim na,8.258278942127296e-05
foi mal,8.25742042860322e-05
estou tendo problemas,8.255065542610318e-05
outro quero,8.25497954113987e-05
juntamente com,8.254580232484331e-05
comprei modelo,9.446199583203691e-05
receber uma,9.030897694330707e-05
em entregas só,8.253880597900524e-05
porém ao ligar,8.253455264222561e-05
uma data,0.00010084723767388118
sendo que comprei duas,8.252180302898512e-05
sendo que só recebi,8.251642258658768e-05
02 produtos,9.15361118663356e-05
última vez,8.250398485900074e-05
jogo americano,8.249643018186617e-05
recebi mensagem,8.248901626837098e-05
não durou,8.247308597416483e-05
não responderam,8.864464108847042e-05
chegou faltando um item,8.245678410886165e-05
que recebi tem,9.195463479089648e-05
comprei pensando que,8.243426223513995e-05
minha mercadoria não,8.242797516536694e-05
havia cancelado,9.248316687803755e-05
comprei unidades do produto,8.241941226882484e-05
eu comprei não,8.240379542584279e-05
ao mostrado,8.238286747999955e-05
pois recebi,0.00013808337242504726
mails para,9.02145424493605e-05
83a,8.233481902040387e-05
bcaa,8.230911514486732e-05
me dão,8.229887230577487e-05
com vidro,9.183465745299155e-05
no frete,9.348390877948141e-05
uma unidade chegou,8.224088270521521e-05
meu pedido estava,8.223808470620292e-05
que devolver,0.00010579245202957686
descaso com consumidor,8.221381592119959e-05
de altura,0.00012579334000124793
site dos correios,9.54398489546257e-05
produto não atendeu,9.01256127548517e-05
compra mas não,9.125862325710329e-05
meses para,0.00010870533882160749
havendo,8.21538782122192e-05
toalhas muito,9.324419209409804e-05
de silicone,9.459711381626204e-05
não condiz com produto,8.214084167711319e-05
entrega da segunda,8.212838906110497e-05
produto apresenta,0.00010366857906658492
pra vir,9.059322001274902e-05
ainda de,8.211382584274879e-05
se esgotou,8.21121631113737e-05
recebi meu pedido completo,8.210985743408227e-05
veio com tela,8.21086562276368e-05
para que eu possa,8.20877486678067e-05
08 ainda,8.208351926099349e-05
como assim,8.206808427431686e-05
de coruja,8.199782778709078e-05
duas foram,8.199134059832937e-05
comprei um jogo de,8.995092542198991e-05
depois de dias,8.956385622859712e-05
sem lacre,8.1949008949991e-05
do tapete,0.00011787577578282348
está meu produto,8.191623686402435e-05
totalmente fora,8.189927399019114e-05
há mais de 20,8.18967509510144e-05
iguais só recebi,8.188855958430111e-05
valor cobrado,0.00010630290326102407
camelô,8.187452280641706e-05
chegou amassada,8.187129782075669e-05
pendente de,8.185657400167414e-05
tentei fazer,8.18531088591059e-05
na cor diferente,8.184081736322077e-05
produto até dia,8.180982929113066e-05
em contato várias vezes,8.178502250863561e-05
fixar,8.178307599413205e-05
poderiam ter,0.0001440727404114536
pedra,8.993153318438648e-05
saber se ainda,8.177340604177849e-05
de ma qualidade,8.176855438873574e-05
com nota fiscal dos,8.176483131528562e-05
ja passou prazo,8.174827532113035e-05
status está como,8.17256248156612e-05
estou preocupada,8.850262961716414e-05
posicionamento da loja,8.170362385828913e-05
correios do,8.833751267672527e-05
nem se quer me,8.166985527073624e-05
por que comprei,8.166951636732156e-05
mesmo não foi entregue,8.165530343099317e-05
recomendaria loja,0.00011946117794377099
foi entregue 01,8.164159090997427e-05
reclamação nada,8.163418546193872e-05
está escrito,9.330707203350752e-05
do produto quero,8.162176546399369e-05
desconforto,8.948770388638828e-05
correios desde,8.160152860361717e-05
resolver um problema,8.15890842566302e-05
entrega fora do,8.158239674670608e-05
fui avisada,9.885644328231915e-05
estou indignado,8.156107259152487e-05
entregou meu,8.836015258780487e-05
entregue pois,0.0001043878679185712
recebi estão faltando dois,8.15558591834663e-05
tapetes só recebi estão,8.15558591834663e-05
só recebi estão faltando,8.15558591834663e-05
produto ainda nao foi,8.154680994477934e-05
spray,8.154457221236707e-05
jogos de lençóis de,8.153347472410908e-05
de lençóis de cetim,8.153347472410908e-05
contato por mail,8.152944121437245e-05
diferente do anuncio,8.152752895316043e-05
que me enviaram,9.093108181157561e-05
foi entregue somente 01,8.150695322185318e-05
01 18,0.00010270786318731098
em contato para troca,8.149093125302257e-05
por ser de,8.914029116446574e-05
loja porque,0.00010875518222445305
de volta estou,8.141617402930724e-05
da mesa,9.56790652766071e-05
apenas uma foi entregue,8.140616175915388e-05
cheio de defeitos,8.14014568200987e-05
consta que meu,8.140126585565084e-05
duas cadeiras uma,8.139588352147186e-05
foi enviado um,8.139326565440177e-05
encaminhado para,8.138683239795843e-05
usá lo,0.00011905666655949906
até momento não obtive,8.136439109903406e-05
correto porem,9.129200984339263e-05
12 não,8.132363858615944e-05
no dia 16,8.676023957049876e-05
meu produto chegar,8.128990539803023e-05
elefante,8.128230743591251e-05
avaliar pois ainda não,8.128002419528824e-05
ser feita,8.868329410308911e-05
sobre os,8.828981452379143e-05
ainda está dentro do,0.00011568817699185584
consigo cancelar,8.121180538846373e-05
não veio na cor,9.55956370756656e-05
por motivo de,8.703628876504638e-05
comprei cadeiras só recebi,8.117771866609315e-05
um processo,8.983102685780072e-05
não tinha em estoque,8.114644709544649e-05
quando será entregue,8.113687366621509e-05
não querem,8.11305603092062e-05
rosas,8.900308752924283e-05
comprei um produto de,9.048826917910543e-05
foi vendido,9.954214268443466e-05
dia da entrega,9.20666624031766e-05
na fatura,0.00010335459476022652
em nome de outra,8.106759411478539e-05
produto errado não,8.105280074778219e-05
momento estou no aguardo,8.104200885603433e-05
até momento estou no,8.104200885603433e-05
so veio um produto,8.104005740404748e-05
do valor do produto,8.778241449629108e-05
de bolo,8.103024583968734e-05
não recebi muito,8.102305999966249e-05
mas só foi entregue,8.100427349713465e-05
no dia 09,8.09949652365884e-05
reposição,9.076818485866514e-05
dinheiro de volta ou,8.09863072751395e-05
parece que não,8.097123575161042e-05
troca ou devolução,8.095525726369409e-05
eram para,8.092347420984764e-05
só por,0.0001023110958961549
produto estava com,0.00010123053833338098
caro para,8.960053730472524e-05
não recebi nada ainda,8.085651926235712e-05
produto foi roubado,9.993987455885243e-05
não recomendo compra,8.084584941785883e-05
produto não chegou em,8.865181838403779e-05
produto lamentável,8.083524524734311e-05
um tablet,8.082802189214492e-05
como faço pra,0.00010987523532801347
deu retorno,8.078020700129316e-05
escrevi,9.432506180337663e-05
errado comprei um,8.706153251711973e-05
do desenho,8.075075593507444e-05
relógio casio,8.768034257474589e-05
mas meu,9.396975147885223e-05
entrarem em contato comigo,8.071463309839295e-05
péssimo não,8.864322946674243e-05
defeituoso,8.970325929758991e-05
somente as,8.922983058995173e-05
pedido pago,8.063671198926802e-05
no site consta como,8.857508740087974e-05
modelo da,8.061777811742819e-05
produtos mas na,8.061400467422215e-05
06 17,8.058984392883657e-05
demais produtos,8.058074328590086e-05
compra pela metade,8.057532719300795e-05
veio espero,8.056840680274445e-05
produto não foi recebido,9.30485984944865e-05
produto não chegou está,8.056108029855326e-05
original da,0.00013894115741737035
até agora estou aguardando,8.051370707841006e-05
coberdron,9.695674284940354e-05
uma troca,8.047413664622503e-05
eu comprei duas unidades,8.047358638558423e-05
quase não,0.00010883888914648256
um compra,8.043139747609135e-05
de energia,0.00010820674688812603
foi entregue com defeito,8.043036253338649e-05
já comuniquei,8.042077371969136e-05
não sei motivo,8.781559863693539e-05
cancelaram meu pedido,8.038778560242362e-05
veio produto errado,8.036439292387838e-05
carrinho não,8.685625248470714e-05
de magnésio dimalato,8.033574615539817e-05
apenas um dos dois,8.033229110179737e-05
dão satisfação,8.03281174990494e-05
devolução do valor pago,8.80114439332658e-05
irresponsável,8.030662330740905e-05
erro de,0.00010997379040697374
rachadura,8.029823308757635e-05
produto gostaria de saber,9.71497049303387e-05
era duas,8.026969981879554e-05
saber como vai ficar,8.026326951171877e-05
estão com,9.048084961651629e-05
só da,8.747449028840313e-05
um produto para,8.728703148669397e-05
recebi ate agora,8.019039724510374e-05
ocorre que,8.018433521335855e-05
porém só foi entregue,8.018125273893477e-05
não sei que aconteceu,8.01208198765213e-05
original hp,8.011426825260101e-05
já se passou,8.011293798689978e-05
frustrado,8.01009215736771e-05
mochila não,9.560777790894895e-05
enviado ainda,8.007374902973973e-05
comprei três produtos mas,8.00553495140009e-05
momento recebi apenas um,8.00436523626861e-05
produto mesmo não,8.004140657978305e-05
site consta como entregue,7.994201031977586e-05
entrega era até dia,8.655429426476506e-05
eu comprei uma,9.34651354338742e-05
hoje não recebi produto,7.988663134580825e-05
comprei controles,7.988185456205665e-05
gonçalo,7.987017325073145e-05
nunca mais vou comprar,7.986778154728004e-05
pedido de devolução,7.986095684436235e-05
produtos recebi somente um,7.98100282811777e-05
capa de sofa,7.979483310893777e-05
tres unidades,7.975523693522868e-05
entrega não está,7.975256169965828e-05
expectativas não,7.973481788885172e-05
não foi resolvido,7.972989752931192e-05
comprei os,8.750240703600659e-05
me entregarem,7.97147360393869e-05
não foi produto que,7.969064405825499e-05
dificuldades na,7.968517961424369e-05
problema mas,9.30613781589735e-05
errado já,7.966530876854196e-05
nao obtive resposta,7.964923059283755e-05
60 cápsulas,7.964227064460469e-05
troca estou,7.962699695750272e-05
produtos estavam,7.960002103872818e-05
apenas um aguardo,7.959865268834814e-05
como entregue não,7.957932154917865e-05
uma prateleira,7.953441144634587e-05
como podemos resolver isso,8.58148887273751e-05
veio uma unidade,7.950537351199432e-05
tem responsabilidade,7.950516204174027e-05
soltou,0.00012147662976387638
do produto até agora,7.949443152946061e-05
foi entregue porém não,7.947656079781889e-05
intermediário,7.947302778328258e-05
aviso de,8.638428190787849e-05
comprei três produtos recebi,7.942919345871644e-05
comprei gostaria de,8.715910498814712e-05
quero estorno do meu,7.940521304341711e-05
produto está em,0.00011266886097392463
gostaria de uma posição,7.939149209261691e-05
mas valor,8.586349019748651e-05
tanta,8.960350882938098e-05
chegaram num dia,7.937703719532064e-05
atrasos,0.00012428080365675957
arrumar,8.90378336539473e-05
bom dia produto,0.00011728800388765174
vazamento,8.616229298723658e-05
não obtivemos,7.932441007390074e-05
dia até,7.931801669442108e-05
uma caixa de papelão,8.72124422032264e-05
662,7.930949361590039e-05
produto até momento estou,7.929004260186815e-05
devolução estou,8.969573689471712e-05
voltou para,7.92763883224652e-05
mais não recebi,7.927363097049268e-05
da entrega no,7.9273246841751e-05
foi cancelado sem,7.926959595331045e-05
sido cancelada,8.567441454945124e-05
os copos,9.991735604287196e-05
que qualidade,8.797689348278448e-05
tô esperando,7.919703879507954e-05
já mandei email,7.915436799724784e-05
demora do,9.619505993284381e-05
recebi um falta,7.910469488355801e-05
estou aguardando minha,7.90790428553691e-05
produto veio na cor,7.907372441221612e-05
falta entrega de um,7.90590905874165e-05
capa case,7.904744621677386e-05
primeira vez que não,7.904545203372462e-05
descrição não,0.00010747706851041692
no site está,7.904291181847074e-05
sem proteção,0.00010475397732675879
brincadeira,7.9037892461396e-05
que comprei comprei,8.8026529357443e-05
mosquiteiros,7.901829180400119e-05
decorativos,7.897819023092243e-05
limpeza,0.00010592408099593341
consumidora,8.583947357645212e-05
computador não,7.894855211046153e-05
uma máquina,0.00010503401492255868
no prejuizo,7.894308110771793e-05
para envio,0.00012067334073278044
problema dos correios,7.889276930117459e-05
da minha encomenda,7.888737082161866e-05
momento ninguém,7.888654327717737e-05
ao correio,0.00010215497442451209
entregador,0.000149714056012183
recebi apenas gostaria,7.88580104577754e-05
entra em contato para,7.883689758859147e-05
me enviaram outro,7.880004906503583e-05
entregue parcialmente falta,7.878319292192864e-05
loja nao,8.677842321325771e-05
gato por lebre,7.874649451918283e-05
eu comprei paguei,7.874408921353398e-05
alguma coisa,8.783006830644578e-05
site bom,9.896997256792842e-05
que ate agora,7.873165563739976e-05
demora pra entregar,9.726471053778682e-05
dois suportes,7.870785285160004e-05
não me entregaram produto,7.87069710993744e-05
porem veio,0.0001256059400551976
não consegui contato com,7.86940152296132e-05
resposta do porquê do,7.866059053132841e-05
do porquê do atraso,7.866059053132841e-05
não obtive resposta do,7.866059053132841e-05
obtive resposta do porquê,7.866059053132841e-05
lannister também,7.865919975815942e-05
acerto,7.864878686562243e-05
extraviado,0.00010419856076700715
motivo de não ter,7.863969967413246e-05
os correios já,8.972040749392143e-05
recebi amarelo,7.859714611652486e-05
perguntando se,8.757783361491256e-05
estourou,7.856654757959017e-05
me encaminharam,7.85651522112646e-05
uma nf,7.854856278232186e-05
só espero,7.852919248454258e-05
só foi entregue até,7.851810984218194e-05
aparência de usado,7.847301455672283e-05
um outro produto,9.684351208806246e-05
porém recebi apenas uma,7.843076131531956e-05
garrafa térmica,7.843056635390817e-05
moringa,7.841978884384015e-05
grau,9.535168637565015e-05
consta no site que,0.00010216235255244878
um péssimo,9.359760200643035e-05
empresas que,9.920641647255707e-05
comprar em outro,7.83705875901951e-05
minha conta,7.833018105019844e-05
dia 27 03,7.831277186340798e-05
totalmente insatisfeita,7.829711732448225e-05
um da,7.829619984267345e-05
porque meu produto,7.829162122131006e-05
me senti enganada,7.827965053807274e-05
deixou muito desejar,7.827616523149578e-05
nao fiquei,7.827046720840674e-05
estou aguardando para,7.825684984647555e-05
estava indisponível,8.483934569183347e-05
atrasado ainda,7.821712976063133e-05
somente kit,9.035432493556158e-05
veio faltando um produto,7.820556423557446e-05
tecido muito fino,0.0001022664127735459
esta dizendo que,7.818170735165064e-05
